archieve_ident,title,classification,platform
62.128,HLY-02-01 Service Group CTD Data (WHP Format),Arctic Ocean,Ship
62.129,HLY-02-03 Service Group CTD  Data (WHP Format),Arctic Ocean,Ship
62.130,HLY-02-01 Service Group Bottle Data (WHP Format),Arctic Ocean,Ship
62.131,HLY-02-03 Service Group Bottle Data  (WHP Format),Arctic Ocean,Ship
62.134,"AWS-02-I Hydrographic Data Product, Calculated Parameters",Arctic Ocean,Ship
62.135,"NBP03-04a Hydrographic Data Product, Calculated Parameters",Arctic Ocean,Ship
62.137,HLY-02-01 CTD Data (MATLAB Format),Arctic Ocean,Ship
62.138,HLY-02-01 Bottle Data (MATLAB Format),Arctic Ocean,Ship
62.139,HLY-02-03 CTD Data (MATLAB Format),Arctic Ocean,Ship
62.140,HLY-02-03 Bottle Data (MATLAB Format),Arctic Ocean,Ship
62.141,AWS-02-I CTD Data (MATLAB Format),Arctic Ocean,Ship
62.142,AWS-02-I Bottle Data (MATLAB Format),Arctic Ocean,Ship
62.143,HLY-02-01 Hydrographic Data Station Plots,Arctic Ocean,Ship
62.144,HLY-02-01 Hydrographic Data Section Plots,Arctic Ocean,Ship
62.145,HLY-02-03 Hydrographic Data Station Plots,Arctic Ocean,Ship
62.146,HLY-02-03 Hydrographic Data Section Plots,Arctic Ocean,Ship
62.147,AWS-02-I Hydrographic Data Station Plots,Arctic Ocean,Ship
62.148,AWS-02-I Hydrographic Data Section Plots,Arctic Ocean,Ship
62.149,HLY-02-01 Radium Isotope Data (Excel),Arctic Ocean,Ship
62.1490,HLY-02-01 Radium Isotope Data (ASCII),Arctic Ocean,Ship
62.150,Copepod Abundance and Measurements in Historical Zooplankton Samples,Arctic Ocean,Ship
62.151,Alpha Helix 2000 Bering Strait Cruise Underway Data,Arctic Ocean,Ship
62.152,Alpha Helix 2001 Bering Strait Cruise Underway Data,Arctic Ocean,Ship
62.153,Alpha Helix 2003 Bering Strait Cruise Underway Data,Arctic Ocean,Ship
62.154,224Ra and 228Th Isotope Data (ASCII),Arctic Ocean,Ship
62.155,224Ra and 228Th Isotope Data (Excel),Arctic Ocean,Ship
62.156,HLY-02-03 226Ra and 228Ra Data (Excel),Arctic Ocean,Ship
62.1560,HLY-02-03 226Ra and 228Ra Data (ASCII),Arctic Ocean,Ship
62.157,HLY-02-03 224Ra and 228Th Data (Excel),Arctic Ocean,Ship
62.1570,HLY-02-03 224Ra and 228Th Data (ASCII),Arctic Ocean,Ship
62.158,NBP03-04a Dissolved Organic Carbon (DOC) Data (Excel),Arctic Ocean,Ship
62.1580,NBP03-04a Dissolved Organic Carbon (DOC) Data (ASCII),Arctic Ocean,Ship
62.159,HLY-04-02 JOSS/Service Group Cruise CD,Arctic Ocean,Ship
62.160,HLY-04-02 Underway Data,Arctic Ocean,Ship
62.161,HLY-02-01 Benthic Station Data (benthic faunal data and sediment tracers) (ASCII),Arctic Ocean,Ship
62.1610,HLY-02-01 Benthic Station Data (benthic faunal data and sediment tracers) (Excel),Arctic Ocean,Ship
62.162,"HLY-02-01 Benthic Faunal Summaries (abundance, biomass, and dominance) (ASCII)",Arctic Ocean,Ship
62.1620,"HLY-02-01 Benthic Faunal Summaries (abundance, biomass, and dominance) (Excel)",Arctic Ocean,Ship
62.163,HLY-02-03 Benthic Station Data (benthic faunal data and sediment tracers) (ASCII),Arctic Ocean,Ship
62.1630,HLY-02-03 Benthic Station Data (benthic faunal data and sediment tracers) (Excel),Arctic Ocean,Ship
62.164,"HLY-02-03 Benthic Faunal Summaries (abundance, biomass, and dominance) (ASCII)",Arctic Ocean,Ship
62.1640,"HLY-02-03 Benthic Faunal Summaries (abundance, biomass, and dominance) (Excel)",Arctic Ocean,Ship
62.165,HLY-04-03 JOSS/Service Group Cruise CD,Arctic Ocean,Ship
62.167,Alpha Helix 2004 Bering Strait Cruise Underway Data,Arctic Ocean,Ship
62.168,NBP03-04a Multibeam Data,Arctic Ocean,Ship
62.169,Chukchi Mooring Data,Arctic Ocean,Mooring
62.170,HLY-03-03 Underway Data,Arctic Ocean,Ship
62.171,HLY-04-03 Weather Logs,Arctic Ocean,Ship
62.172,HLY-04-02 Service Group CTD Data (WHP Format),Arctic Ocean,CTD ocean cast
62.173,HLY-04-02 Service Group Bottle Data (WHP Format),Arctic Ocean,CTD ocean cast
62.174,HLY-04-03 Service Group CTD Data (WHP Format),Arctic Ocean,CTD ocean cast
62.175,HLY-04-03 Service Group Bottle Data (WHP Format),Arctic Ocean,CTD ocean cast
62.176,HLY-04-04 Service Group Bottle Data (WHP Format),Arctic Ocean,CTD ocean cast
62.177,HLY-04-03 Underway Data,Arctic Ocean,Ship
62.179,Thorium and Uranium Radioisotope Data from HLY-02-03,Arctic Ocean,
62.180,"226Ra and 228Ra from SHEBA, Polar Star 2000 Expeditions (ASCII)",Arctic Ocean,Ship
62.181,"226Ra and 228Ra from SHEBA, Polar Star 2000 Expeditions (Excel)",Arctic Ocean,Ship
62.182,HLY-04-04 Service Group CTD Data (WHP Format),Arctic Ocean,CTD ocean cast
62.183,"HLY-02-01,03 Biomarkers (Excel)",Arctic Ocean,Ship
62.184,HLY-02-01 Biomarkers (ASCII),Arctic Ocean,Ship
62.185,HLY-02-03 Biomarkers (ASCII),Arctic Ocean,Ship
62.186,USCGC Healy HLY-04-02 Ship Log - Weather Information,Arctic Ocean,Ship
62.187,NCEP Re-analysis Monthly Mean Data 2001-2004 for SBI Domain (Matlab),Arctic Ocean,
62.188,NCEP Re-analysis 6-Hourly Data 2001-2004 for SBI Domain (Matlab),Arctic Ocean,
62.189,HLY-02-03 Video Plankton Recorder (VPR) Data,Arctic Ocean,Ship
62.190,HLY-04-04 Weather Logs and Underway Data,Arctic Ocean,Ship
62.191,Thorium and Uranium Radioisotope Data from HLY-04-02,Arctic Ocean,Seawater Sampling
62.192,HLY-02-01 Bacterial Abundance and Production (Excel),Arctic Ocean,
62.1920,HLY-02-01 Bacterial Abundance and Production (ASCII),Arctic Ocean,
62.193,HLY-02-03 Bacterial Abundance and Production (Excel),Arctic Ocean,
62.1930,HLY-02-03 Bacterial Abundance and Production (ASCII),Arctic Ocean,
62.194,HLY-04-02 Bacterial Abundance and Production (Excel),Arctic Ocean,
62.1940,HLY-04-02 Bacterial Abundance and Production (ASCII),Arctic Ocean,
62.195,HLY-04-03 Bacterial Abundance and Production (Excel),Arctic Ocean,
62.1950,HLY-04-03 Bacterial Abundance and Production (ASCII),Arctic Ocean,
62.196,HLY-02-03 Zooplankton Biomass,Arctic Ocean,
62.198,HLY-02-01 Primary Production (ASCII),Arctic Ocean,
62.199,HLY-02-01 Primary Production (Excel),Arctic Ocean,
62.200,HLY-02-03 Primary Production (ASCII),Arctic Ocean,
62.201,HLY-02-03 Primary Production (Excel),Arctic Ocean,
62.202,HLY-02-01 High Performance Liquid Chromatography (HPLC) Pigment Data,Arctic Ocean,
62.203,HLY-02-03 High Performance Liquid Chromatography (HPLC) Pigment Data,Arctic Ocean,
62.204,HLY-02-01 In Water Radiometric Data,Arctic Ocean,
62.205,HLY-02-03 In Water Radiometric Data,Arctic Ocean,
62.206,HLY-02-01 Bio-Optics Station Information,Arctic Ocean,
62.207,HLY-02-03 Bio-Optics Station Information,Arctic Ocean,
62.208,Physical/Chemical/Biological Sea Ice Characteristics in the Chukchi and Beaufort Sea,Arctic Ocean,
62.209,Sea Ice Thickness and Snow Depth,Arctic Ocean,
62.210,Carbon and Nitrogen Isotope Dynamics (Excel),Arctic Ocean,
62.2100,Carbon and Nitrogen Isotope Dynamics (ASCII),Arctic Ocean,
62.211,Carbon and Nitrogen Isotope Dynamics (EXCEL),Arctic Ocean,
62.2110,Carbon and Nitrogen Isotope Dynamics (ASCII),Arctic Ocean,
62.212,HLY-02-01 Dissolved Inorganic Carbon (DIC) Measurements,Arctic Ocean,Seawater Sampling
62.213,HLY-02-03 Dissolved Inorganic Carbon (DIC) Measurements,Arctic Ocean,Seawater Sampling
62.219,HLY-02-03 Zooplankton Abundance,Arctic Ocean,Seawater Sampling
62.220,HLY-02-01 Mesozooplankton Abundance,Arctic Ocean,Seawater Sampling
62.221,HLY-02-03 Mesozooplankton Abundance,Arctic Ocean,Seawater Sampling
62.222,HLY-04-02 Mesozooplankton Abundance,Arctic Ocean,Seawater Sampling
62.223,HLY-04-03 Mesozooplankton Abundance,Arctic Ocean,Seawater Sampling
62.224,Moored Profiler Observations 2002-2003 from the Beaufort Shelf Edge Mooring Array,Arctic Ocean,Mooring
62.225,Moored Profiler Observations 2003-2004 from the Beaufort Shelf Edge Mooring Array,Arctic Ocean,Mooring
62.2250,Moored ADCP Observations 2002-2003 from the Beaufort Shelf Edge Mooring Array (Matlab format),Arctic Ocean,Deep Sonar
62.226,UW Mooring Data for the Northern Chukchi Sea 2002-2004,Arctic Ocean,Mooring
62.227,Sea Ice Thickness and Snow Depth,Arctic Ocean,Ship
62.228,Thorium and Uranium Radioisotope Data from HLY-04-03,Arctic Ocean,Seawater Sampling
62.229,"HLY-04-02 Benthic Faunal Summaries (abundance, biomass, and dominance) (ASCII)",Arctic Ocean,benthic sampling
62.2290,"HLY-04-02 Benthic Faunal Summaries (abundance, biomass, and dominance) (Excel)",Arctic Ocean,benthic sampling
62.230,HLY-04-02 Benthic Station Data (benthic faunal data and sediment tracers) (ASCII),Arctic Ocean,benthic sampling
62.2300,HLY-04-02 Benthic Station Data (benthic faunal data and sediment tracers) (Excel),Arctic Ocean,benthic sampling
62.231,HLY-02-03 Porewater Oxidant Concentration and Reduction Rates,Arctic Ocean,benthic sampling
62.232,HLY-04-02 Porewater Oxidant Concentration and Reduction Rates,Arctic Ocean,benthic sampling
62.233,HLY-04-03 Benthic Station Data (benthic faunal data and sediment tracers) (ASCII),Arctic Ocean,benthic sampling
62.2330,HLY-04-03 Benthic Station Data (benthic faunal data and sediment tracers) (Excel),Arctic Ocean,benthic sampling
62.234,HLY-02-01 Phytoplankton ID (ASCII),Arctic Ocean,Seawater Sampling
62.2340,HLY-02-01 Phytoplankton ID (Excel),Arctic Ocean,Seawater Sampling
62.235,HLY-02-03 Phytoplankton ID (ASCII),Arctic Ocean,Seawater Sampling
62.2350,HLY-02-03 Phytoplankton ID (Excel),Arctic Ocean,Seawater Sampling
62.236,HLY-04-02 Dissolved Organic Carbon (DOC) Data (ASCII),Arctic Ocean,Seawater Sampling
62.2360,HLY-04-02 Dissolved Organic Carbon (DOC) Data (Excel),Arctic Ocean,Seawater Sampling
62.237,HLY-04-03 Dissolved Organic Carbon (DOC) Data (ASCII),Arctic Ocean,Seawater Sampling
62.2370,HLY-04-03 Dissolved Organic Carbon (DOC) Data (Excel),Arctic Ocean,Seawater Sampling
62.243,"HLY-04-03 Benthic Faunal Summaries (abundance, biomass, and dominance) (ASCII)",Arctic Ocean,benthic sampling
62.2430,"HLY-04-03 Benthic Faunal Summaries (abundance, biomass, and dominance) (Excel)",Arctic Ocean,benthic sampling
62.244,HLY-04-02 Suspended Particulate Organic Matter (sPOM) Data (ASCII),Arctic Ocean,Seawater Sampling
62.2440,HLY-04-02 Suspended Particulate Organic Matter (sPOM) Data (Excel),Arctic Ocean,Seawater Sampling
62.245,HLY-04-03 Suspended Particulate Organic Matter (sPOM) Data (ASCII),Arctic Ocean,Seawater Sampling
62.2450,HLY-04-03 Suspended Particulate Organic Matter (sPOM) Data (Excel),Arctic Ocean,Seawater Sampling
62.246,HLY-04-02 Dissolved Inorganic Carbon (DIC) Data,Arctic Ocean,Seawater Sampling
62.2460,HLY-04-02 Dissolved Inorganic Carbon (DIC) Data (Excel),Arctic Ocean,Seawater Sampling
62.247,HLY-04-03 Dissolved Inorganic Carbon (DIC) Data,Arctic Ocean,Seawater Sampling
62.2470,HLY-04-03 Dissolved Inorganic Carbon (DIC) Data (Excel),Arctic Ocean,Seawater Sampling
62.248,HLY-02-03 Particulate Organic Carbon (POC) and Particulate Nitrogen (PN) in sediments (ASCII),Arctic Ocean,Seawater Sampling
62.2480,HLY-02-03 Particulate Organic Carbon (POC) and Particulate Nitrogen (PN) in sediments (Excel),Arctic Ocean,Seawater Sampling
62.249,HLY-04-02 Particulate Organic Carbon (POC) and Particulate Nitrogen (PN) in sediments (ASCII),Arctic Ocean,Seawater Sampling
62.2490,HLY-04-02 Particulate Organic Carbon (POC) and Particulate Nitrogen (PN) in sediments (Excel),Arctic Ocean,Seawater Sampling
62.250,HLY-04-03 Particulate Organic Carbon (POC) and Particulate Nitrogen (PN) in sediments (ASCII),Arctic Ocean,Seawater Sampling
62.2500,HLY-04-03 Particulate Organic Carbon (POC) and Particulate Nitrogen (PN) in sediments (Excel),Arctic Ocean,Seawater Sampling
62.251,"HLY-04-02,03 Biomarkers (Excel)",Arctic Ocean,Seawater Sampling
62.252,HLY-04-02 Biomarkers (ASCII),Arctic Ocean,Seawater Sampling
62.253,HLY-04-03 Biomarkers (ASCII),Arctic Ocean,Seawater Sampling
62.254,HLY-02-03 Sediment Core Lipid Analysis - Station 18 (ASCII),Arctic Ocean,benthic sampling
62.2540,HLY-02-03 Sediment Core Lipid Analysis - Station 18 (Excel),Arctic Ocean,benthic sampling
62.255,HLY-02-03 Sediment Core Lipid Analysis - Station 21 (ASCII),Arctic Ocean,benthic sampling
62.2550,HLY-02-03 Sediment Core Lipid Analysis - Station 21 (Excel),Arctic Ocean,benthic sampling
62.256,HLY-02-03 Sediment Core Lipid Analysis - Station 23 (ASCII),Arctic Ocean,benthic sampling
62.2560,HLY-02-03 Sediment Core Lipid Analysis - Station 23 (Excel),Arctic Ocean,benthic sampling
62.257,SBI Bacteria Archaea (ASCII),Arctic Ocean,Seawater Sampling
62.2570,SBI Bacteria Archaea (Excel),Arctic Ocean,Seawater Sampling
62.258,"HLY-04-03 Sedimentary Water Fluxes of O2, TCO2 and Dissolved Silica",Arctic Ocean,benthic sampling
62.259,HLY-04-02 Primary Production (ASCII),Arctic Ocean,Ship
62.2590,HLY-04-02 Primary Production (Excel),Arctic Ocean,Ship
62.260,HLY-04-03 Primary Production (ASCII),Arctic Ocean,Ship
62.2600,HLY-04-03 Primary Production (Excel),Arctic Ocean,Ship
62.261, HLY-04-02 High Performance Liquid Chromatography (HPLC) Pigment Data (ASCII),Arctic Ocean,Ship
62.2610, HLY-04-02 High Performance Liquid Chromatography (HPLC) Pigment Data (Excel),Arctic Ocean,Ship
62.262, HLY-04-03 High Performance Liquid Chromatography (HPLC) Pigment Data (ASCII),Arctic Ocean,Ship
62.2620, HLY-04-03 High Performance Liquid Chromatography (HPLC) Pigment Data (Excel),Arctic Ocean,Ship
62.263,HLY-02-01 ADCP Data (2-min Averages),Arctic Ocean,Deep Sonar
62.264,HLY-02-01 ADCP Data (5-min Averages),Arctic Ocean,Deep Sonar
62.265,HLY-02-01 ADCP Data (10-min Averages),Arctic Ocean,Deep Sonar
62.266,HLY-02-01 ADCP Data (30-min Averages),Arctic Ocean,Deep Sonar
62.267,HLY-02-03 ADCP Data (2-min Averages),Arctic Ocean,Deep Sonar
62.268,HLY-02-03 ADCP Data (5-min Averages),Arctic Ocean,Deep Sonar
62.269,HLY-02-03 ADCP Data (10-min Averages),Arctic Ocean,Deep Sonar
62.270,HLY-02-03 ADCP Data (30-min Averages),Arctic Ocean,Deep Sonar
62.271,HLY-03-01 ADCP Data (2-min Averages),Arctic Ocean,Deep Sonar
62.272,HLY-03-01 ADCP Data (5-min Averages),Arctic Ocean,Deep Sonar
62.273,HLY-03-01 ADCP Data (10-min Averages),Arctic Ocean,Deep Sonar
62.274,HLY-03-01 ADCP Data (30-min Averages),Arctic Ocean,Deep Sonar
62.275,HLY-03-03 ADCP Data (2-min Averages),Arctic Ocean,Deep Sonar
62.276,HLY-03-03 ADCP Data (5-min Averages),Arctic Ocean,Deep Sonar
62.277,HLY-03-03 ADCP Data (10-min Averages),Arctic Ocean,Deep Sonar
62.278,HLY-03-03 ADCP Data (30-min Averages),Arctic Ocean,Deep Sonar
62.279,HLY-04-02 ADCP Data (2-min Averages),Arctic Ocean,Deep Sonar
62.280,HLY-04-02 ADCP Data (5-min Averages),Arctic Ocean,Deep Sonar
62.281,HLY-04-02 ADCP Data (10-min Averages),Arctic Ocean,Deep Sonar
62.282,HLY-04-02 ADCP Data (30-min Averages),Arctic Ocean,Deep Sonar
62.283,HLY-04-03 ADCP Data (2-min Averages),Arctic Ocean,Deep Sonar
62.284,HLY-04-03 ADCP Data (5-min Averages),Arctic Ocean,Deep Sonar
62.285,HLY-04-03 ADCP Data (10-min Averages),Arctic Ocean,Deep Sonar
62.286,HLY-04-03 ADCP Data (30-min Averages),Arctic Ocean,Deep Sonar
62.287,HLY-04-04 ADCP Data (2-min Averages),Arctic Ocean,Deep Sonar
62.288,HLY-04-04 ADCP Data (5-min Averages),Arctic Ocean,Deep Sonar
62.289,HLY-04-04 ADCP Data (10-min Averages),Arctic Ocean,Deep Sonar
62.290,HLY-04-04 ADCP Data (30-min Averages),Arctic Ocean,Deep Sonar
62.291,HLY-04-02 Video Plankton Recorder (VPR) Data,Arctic Ocean,Ship
62.292,2003 Helo Survey CTD Data,Arctic Ocean,CTD ocean cast
62.293,HLY-04-04 Video Plankton Recorder (VPR) Data,Arctic Ocean,Ship
62.294,HLY-04-03 Video Plankton Recorder (VPR) Data ,Arctic Ocean,Ship
62.295,HLY-02-01 Mesozooplankton Grazing Rates (ASCII),Arctic Ocean,Zooplankton Net
62.2950,HLY-02-01 Mesozooplankton Grazing Rates (Excel),Arctic Ocean,Zooplankton Net
62.296,HLY-02-03 Mesozooplankton Grazing Rates (ASCII),Arctic Ocean,Zooplankton Net
62.2960,HLY-02-03 Mesozooplankton Grazing Rates (Excel),Arctic Ocean,Zooplankton Net
62.297,HLY-04-02 Mesozooplankton Grazing Rates (ASCII),Arctic Ocean,Zooplankton Net
62.2970,HLY-04-02 Mesozooplankton Grazing Rates (Excel),Arctic Ocean,Zooplankton Net
62.298,HLY-04-03 Mesozooplankton Grazing Rates (ASCII),Arctic Ocean,Zooplankton Net
62.2980,HLY-04-03 Mesozooplankton Grazing Rates (Excel),Arctic Ocean,Zooplankton Net
62.299,SBI Microzooplankton Grazing Data (ASCII),Arctic Ocean,CTD ocean cast
62.2990,SBI Microzooplankton Grazing Data (Excel),Arctic Ocean,CTD ocean cast
62.300,SBI Microzooplankton Stocks Data (ASCII),Arctic Ocean,CTD ocean cast
62.3000,SBI Microzooplankton Stocks Data (Excel),Arctic Ocean,CTD ocean cast
62.301,SBI Microzooplankton Flow Cytrometry Data (ASCII),Arctic Ocean,CTD ocean cast
62.3010,SBI Microzooplankton Flow Cytometry Data (Excel),Arctic Ocean,CTD ocean cast
62.302,HLY-03-03 Service Group Bottle Data,Arctic Ocean,CTD ocean cast
62.303,Sea Ice Permeability (Excel),Arctic Ocean,Ship
62.3030,Sea Ice Permeability (ASCII),Arctic Ocean,Ship
62.304,Primary Production Estimate of Sea Ice Algae,Arctic Ocean,Ship
62.305,Physical/chemical/biological sea ice characteristics ,Arctic Ocean,Ship
62.306,HLY-02-01 Ice Algal and Phytoplankton Photophysiological Measurements,Arctic Ocean,Ship
62.307,HLY-04-02 Ice Algal and Phytoplankton Photophysiological Measurements,Arctic Ocean,Ship
62.308,HLY-03-03 Service Group CTD Data,Arctic Ocean,Ship
62.309,HLY-04-02 Zooplankton (Excel),Arctic Ocean,Zooplankton Net
62.310,HLY-04-03 Zooplankton (Excel),Arctic Ocean,Zooplankton Net
62.311,2003 Helo Survey Nutrients and Oxygen Isotope Samples,Arctic Ocean,CTD ocean cast
62.312,"2003 Helo Survey ISUS Nitrate Concentrations, Temperature, Salinity, and Density",Arctic Ocean,CTD ocean cast
62.313,"2004 Winter Survey Profiles of Temperature, Salinity, Density, and Nutrients",Arctic Ocean,CTD ocean cast
62.314,Moored ADCP Observations 2003-2004 from the Beaufort Shelf Edge Mooring Array (Matlab format),Arctic Ocean,
62.316,UAF Barrow Canyon and Central Channel Moorings,Arctic Ocean,Mooring
ML.1246,"Satellite Ice Motion Loop July 17-21, 2002",Arctic Ocean,
ML.1247,"Satellite Ice Motion Loop July 29-August 3, 2002",Arctic Ocean,
ML.1248,Standard Sea-Ice Observation Reports: Healy Cruise HLY-04-02,Arctic Ocean,
ML.1625,ADCP  Data from USCGC Healy HLY-02-03,Arctic Ocean,
ML.1626,HLY-02-03 Satellite DMSP and HRPT  Overpass Data,Arctic Ocean,
ML.1627,HLY-02-03 Seabeam  Data,Arctic Ocean,
106.238,Daily Precipitation From Monthly Station Records And Disaggregation,ArcticRIMS,
106.239,Daily Precipitation From Statistical Reconstructions,ArcticRIMS,
106.240,NCEP Reanalysis Precipitation ,ArcticRIMS,
106.241,Precipitation From ERA-40 Re-analysis,ArcticRIMS,
106.242,NCEP Reanalysis Vapor Pressure,ArcticRIMS,
106.243, NCEP Reanalysis ShortWaveUp Radiation ,ArcticRIMS,
106.244,NCEP Reanalysis Wind Direction ,ArcticRIMS,
106.245,NCEP Reanalysis Wind Speed,ArcticRIMS,
106.246,NCEP Reanalysis LongWaveNet Radiation,ArcticRIMS,
106.247,NCEP Reanalysis ShortWaveNet Radiation,ArcticRIMS,
106.248,NCEP Reanalysis LongWaveDown Radiation,ArcticRIMS,
106.249,NCEP Reanalysis ShortWaveDown Radiation,ArcticRIMS,
106.250,NCEP Reanalysis LongWaveUp Radiation,ArcticRIMS,
106.251,Daily Simulated runoff from Pan-Arctic Water Balance Model,ArcticRIMS,
106.252,Snow Water Equivalent,ArcticRIMS,
106.253,"Daily Temperature, Topographically Adjusted",ArcticRIMS,
106.254,NCEP Reanalysis Temperature,ArcticRIMS,
106.255,NCEP Reanalysis Maximum Temperature,ArcticRIMS,
106.256,NCEP Reanalysis Minimum Temperature,ArcticRIMS,
106.257,2m Air Temperature From ERA-40 Re-analysis,ArcticRIMS,
106.258,Daily Thaw Depth and Frozen Ground Depth,ArcticRIMS,
106.259,"Daily Thaw Depth and Frozen Ground Depth, Based on ERA-40 2-meter",ArcticRIMS,
106.260,SSM/I Freeze Thaw 5-day Composites,ArcticRIMS,
106.305,Humans and Hydrology at High Latitudes: Community Information,ArcticRIMS,Social Science Interview
106.306,Humans and Hydrology at High Latitudes: Water Use Information,ArcticRIMS,
209.004,ASCAT 25km Tropical Cyclone Wind Imagery,ASCAT,
347.056,ASCAT Ocean Surface Wind Vector Imagery,ASCAT,"Satellite, MetOp-A"
347.059,ASCAT Winds Over TMI SST and Meteosat-7 IR Imagery,ASCAT,"Satellite, WindSat"
352.031,ASCAT Local Near Surface Winds Satellite Imagery,ASCAT,
ML.4040,ASCAT 12.5 km Level 2 Ocean Surface Wind Vector Data,ASCAT,
106.ARCSS022,Large Area Estimates of Carbon Fluxes of Arctic Landscapes,Atqasuk,
106.ARCSS908,"Climate Data from Barrow and Atqasuk, Alaska, 1995-2001",Atqasuk,
46.501,"Atqasuk CO2, H2O and Heat Flux Data",Atqasuk,
46.637,"Aerial photos (TIFF) for western transect, northern Alaska",Atqasuk,"Aircraft, Research"
46.723,Atqasuk Biomass by Functional Type (ASCII),Atqasuk,
46.7230,Atqasuk Biomass by Functional Type (EXCEL),Atqasuk,
46.724,Atqasuk Grid Description with Photo,Atqasuk,
46.725,Atqasuk Site Factors Summary,Atqasuk,
46.726,Atqasuk LAI Measurements (ASCII),Atqasuk,
46.7260,Atqasuk LAI Measurements (EXCEL),Atqasuk,
46.739,Multi-site Vegetation Species List and Cover Values (ASCII),Atqasuk,
46.7390,Multi-site Vegetation Species List and Cover Values (EXCEL),Atqasuk,
56.302,"US Atqasuk, Canopy Height vs. Warming Data",Atqasuk,Analysis
