project,archive_ident,title,Acronyms,Acronyms_number
ATLAS,46.751,"Ivotuk Otuk Creek Discharge (ASCII) [Sturm, M.]",ATLAS || ,1
ATLAS,46.7510,"Ivotuk Otuk Creek Discharge (Excel) [Sturm, M.]",ATLAS || ,1
ATLAS,46.753,"Ivotuk Site Aerial Imagery [Sturm, M.]",,0
ATLAS,46.754,"Ivotuk AVHRR Site Imagery [Sturm, M.]",AVHRR || ,1
ATLAS,46.752,"Lavrentiya Eddy Covariance Data [Zalmolodchikov, D.]",CO2 || ,1
ATLAS,46.755,"Council Biomass Data (ASCII) [Copass, C.]",LAI || ATLAS || ,2
ATLAS,46.7550,"Council Biomass Data (Excel) [Copass, C.]",LAI || ATLAS || ,2
ATLAS,46.757,"Council Cover Data (ASCII) [Copass, C.]",ATLAS || ,1
ATLAS,46.7570,"Council Cover Data (Excel) [Copass, C.]",ATLAS || ,1
ATLAS,46.765,"Toolik Lake E. Vaginatum Root Mineral Nutrition [Welker, J. and J. Fahnestock]",CHN-1000 || LECO || ,2
ATLAS,46.768,"Council Meteorological Data - Station C1 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.769,"Council Radiation Data - Station C1 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.770,"Council Soil Data - Station C1 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.771,"Council Meteorological Data - Station C2 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.772,"Council Radiation Data - Station C2 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.773,"Council Soil Data - Station C2 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.774,"Council Meteorological Data - Station C3 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.775,"Council Radiation Data - Station C3 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.776,"Council Snow Depth Data - Station C3 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.777,"Council Soil Data - Station C3 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.778,"Ivotuk Meteorological Data - Station Met1 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.779,"Ivotuk Radiation Data - Station Met1 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.780,"Ivotuk Snow Depth Data - Station Met1 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.781,"Ivotuk Soil Data - Station Met1 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.782,"Ivotuk Meteorological Data - Station Met2 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.783,"Ivotuk Radiation Data - Station Met2 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.784,"Ivotuk Snow Depth Data - Station Met2 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.785,"Ivotuk Soil Data - Station Met2 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.786,"Kougarok Meteorological Data - Station K1 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.787,"Kougarok Radiation Data - Station K1 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.788,"Kougarok Soil Data - Station K1 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.789,"Kougarok Meteorological Data - Station K2 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.790,"Kougarok Radiation Data - Station K2 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.791,"Kougarok Soil Data - Station K2 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.792,"Kougarok Meteorological Data - Station K3 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.793,"Kougarok Radiation Data - Station K3 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.794,"Kougarok Soil Data - Station K3 [Hinzman, L.]",ATLAS || ,1
ATLAS,46.797,"Tree Growth Plots from Fox River Sites [Lloyd, A.]",,0
ATLAS,46.798,"Tree Growth Plots from Bear Creek Sites [Lloyd, A.]",,0
ATLAS,46.799,"Tree Data: Aged Structure Plots from 2 Bear Creek Sites [Lloyd, A.]",,0
ATLAS,46.801,"Tree Growth Plots from Dry Mystery Creek Sites [Lloyd, A.]",,0
ATLAS,46.802,"Tree Data: Aged Structure Plots from Fox River Sites [Lloyd, A.]",,0
ATLAS,46.803,"Tree Growth Plots from Grasshopper Hill Sites [Lloyd, A.]",,0
ATLAS,46.800,"Kuparuk River Watershed DEM [Nolan, M.]",DEM || NSF || OPP-0207220 || WERC || UAF || IARC || DVDs || ,7
ATLAS,46.814,"Kuparuk Basin Watershed Studies [Kane, D., L. Hinzman]",UAF || WERC || OPP-9318535 || OPP-9214927 || OPP-9814984 || ,5
ATLAS,46.816,"Council Area Soil Classification and Properties [Ping, C-L.]",,0
ATLAS,46.817,"Barrow Urban Heat Island Air Temperatures (Excel) [Hinkel, K., and F. E. Nelson]",UHI || ,1
ATLAS,46.818,"Barrow Urban Heat Island Air Temperatures (ASCII) [Hinkel, K., and F. E. Nelson]",UHI || ASCII || ,2
ATLAS,46.819,"Council Temperature and Soil Moisture Data (Excel) [Romanovsky, V.]",ATLAS || ,1
ATLAS,46.820,"Council Temperature and Soil Moisture Data (ASCII) [Romanovsky, V.]",ATLAS || ,1
ATLAS,46.821,"Clyde's Gulch Stream Discharge Data (Excel) [Hinzman, L.]",,0
ATLAS,46.8210,"Clyde's Gulch Stream Discharge Data (ASCII) [Hinzman, L.]",ASCII || ,1
ATLAS,46.822,"Guy Rowe Stream Discharge Data (Excel) [Hinzman, L.]",,0
ATLAS,46.8220,"Guy Rowe Stream Discharge Data (ASCII) [Hinzman, L.]",ASCII || ,1
ATLAS,46.823,"Mauze Gulch Stream Discharge Data (Excel) [Hinzman, L.]",,0
ATLAS,46.8230,"Mauze Gulch Stream Discharge Data (ASCII) [Hinzman, L.]",ASCII || ,1
ATLAS,46.824,"Melsing Creek Stream Discharge Data (Excel) [Hinzman, L.]",,0
ATLAS,46.8240,"Melsing Creek Stream Discharge Data (ASCII) [Hinzman, L.]",ASCII || ,1
ATLAS,46.825,"Niagra Creek Stream Discharge Data (Excel) [Hinzman, L.]",,0
ATLAS,46.8250,"Niagra Creek Stream Discharge Data (ASCII) [Hinzman, L.]",ASCII || ,1
ATLAS,46.826,"Otuk Creek Stream Discharge Data (Excel) [Hinzman, L.]",,0
ATLAS,46.8260,"Otuk Creek Stream Discharge Data (ASCII) [Hinzman, L.]",ASCII || ,1
ATLAS,46.827,Seward Peninsula Sites CDs,ATLAS || CDs || ,2
ATLAS,46.766,Ivotuk Site CD [ATLAS PIs],ATLAS || CD || ,2
ATLAS,46.616,"Circumpolar Arctic Vegetation Mapping (CAVM) [Walker, D., H. Maier]",CAVM || DOCUMENT || ,2
ATLAS,46.815,"CALM Home Page [Hinkel, K.]",CALM || CD || ,2
ATLAS,46.7070,"Council Leaf Area Index Measurements (Excel) [Copass, C.]",LAI || LAI-2000 || NOTE: || ,3
ATLAS,46.643,"GEM and TEM Model Simulations for Toolik Lake [McGuire, A. D.]",GEM || TEM || CD || ,3
ATLAS,46.644,"TEM Model Panarctic Simulations [McGuire, A. D.]",TEM || CD || ,2
ATLAS,46.650,"Modeling the Effect of Snowpack on Respiration - CASA Model [McGuire, A. D.]",CASA || ,1
ATLAS,46.651,"Modeling the Effect of Snowpack on Respiration - Century Model [McGuire, A. D.]",,0
ATLAS,46.652,"Modeling the Effect of Snowpack on Respiration - TEM Model [McGuire, A. D.]",TEM || ,1
ATLAS,46.672,"Ivotuk MAT Site Grid Description with Photo [Walker, D.]",MAT || ,1
ATLAS,46.673,"Ivotuk MAT Site Grid Vegetation and Microsite Point Data [Walker, D.]",MAT || ,1
ATLAS,46.674,"Ivotuk MNT Site Grid Aerial Photo [Walker, D.]",,0
ATLAS,46.675,"Ivotuk MNT Site Grid Vegetation and Microsite Point Data [Walker, D.]",MNT || ,1
ATLAS,46.676,"Ivotuk Moss Site Grid Description with Photo [Walker, D.]",,0
ATLAS,46.677,"Ivotuk Moss Site Grid Vegetation Map [Walker, D.]",,0
ATLAS,46.678,"Ivotuk Shrub Site Grid Vegetation and Microsite Point Data [Walker, D.]",,0
ATLAS,46.679,"Ivotuk Shrub Site Grid Description with Photo [Walker, D.]",,0
ATLAS,46.680,"Ivotuk Shrub Site Grid Aerial Photo [Walker, D.]",,0
ATLAS,46.681,"Ivotuk Site Factors for MNT, MAT, Shrub and Moss Grids [Walker, D.]",MAT || MNT || ,2
ATLAS,46.682,"Ivotuk Vegetation Species List and Cover Values [Walker, D.]",,0
ATLAS,46.683,"Ivotuk Moss Site Grid Aerial Photo [Walker, D.]",,0
ATLAS,46.684,"Ivotuk MNT Site Grid Description with Photo [Walker, D.]",MNT || ,1
ATLAS,46.685,"Field Data Report of ATLAS Grids and Transects 1998-1999 [Walker, D.]",ATLAS || ,1
ATLAS,46.686,"Glacial Geology of Toolik Lake and Upper Kuparuk Region [Walker, D.]",LAII/ATLAS || UTM || ,2
ATLAS,46.687,"Glacial Geology Map of Toolik Lake and Upper Kuparuk Region [Walker, D.]",LAII/ATLAS || UTM || ,2
ATLAS,46.688,"Biomass by Functional Type - Deadhorse MNT Site (ASCII) [Walker, D.]",ASCII || ,1
ATLAS,46.6880,"Biomass by Functional Type - Deadhorse MNT Site (Excel) [Walker, D.]",,0
ATLAS,46.689,"LAI and NDVI Meas. - Deadhorse MNT Site (ASCII) [Walker, D.]",LAI || MNT || NDVI || NOTE: || ASCII || ,5
ATLAS,46.6890,"LAI and NDVI Meas. - Deadhorse MNT Site (Excel) [Walker, D.]",LAI || MNT || NDVI || NOTE: || ,4
ATLAS,46.690,"Biomass by Functional Type - Franklin Bluffs MNT Site (ASCII) [Walker, D.]",MNT || NOTE: || ASCII || ,3
ATLAS,46.6900,"Biomass by Functional Type - Franklin Bluffs MNT Site (Excel) [Walker, D.]",MNT || NOTE: || ,2
ATLAS,46.691,"LAI and NDVI Meas. - Franklin Bluffs MNT Site (ASCII) [Walker, D.]",LAI || MNT || NDVI || NOTE: || ASCII || ,5
ATLAS,46.6910,"LAI and NDVI Meas. - Franklin Bluffs MNT Site (Excel) [Walker, D.]",LAI || MNT || NDVI || NOTE: || ,4
ATLAS,46.692,"LAI and NDVI Meas. - Happy Valley MAT Site (ASCII) [Walker, D.]",LAI || MAT || NDVI || NOTE: || ASCII || ,5
ATLAS,46.6920,"LAI and NDVI Meas. - Happy Valley MAT Site (Excel) [Walker, D.]",LAI || MAT || NDVI || NOTE: || ,4
ATLAS,46.693,"Biomass and LAI and NDVI Meas. - Site Factors (ASCII) [Walker, D.]",NOTE: || ASCII || ,2
ATLAS,46.6930,"Biomass and LAI and NDVI Meas. - Site Factors (Excel) [Walker, D.]",NOTE: || ,1
ATLAS,46.694,"Biomass by Functional Type - Sagwon MAT Site (ASCII) [Walker, D.]",MAT || NOTE: || ASCII || ,3
ATLAS,46.6940,"Biomass by Functional Type - Sagwon MAT Site (Excel) [Walker, D.]",MAT || NOTE: || ,2
ATLAS,46.695,"LAI and NDVI Meas. - Sagwon MAT Site (ASCII) [Walker, D.]",LAI || MAT || NDVI || NOTE: || ASCII || ,5
ATLAS,46.6950,"LAI and NDVI Meas. - Sagwon MAT Site (Excel) [Walker, D.]",LAI || MAT || NDVI || NOTE: || ,4
ATLAS,46.696,"Biomass by Functional Type - Sagwon MNT Site (ASCII) [Walker, D.]",MNT || NOTE: || ASCII || ,3
ATLAS,46.6960,"Biomass by Functional Type - Sagwon MNT Site (Excel) [Walker, D.]",MNT || NOTE: || ,2
ATLAS,46.697,"LAI and NDVI Meas. - Sagwon MNT Site (ASCII) [Walker, D.]",LAI || MNT || NDVI || NOTE: || ASCII || ,5
ATLAS,46.6970,"LAI and NDVI Meas. - Sagwon MNT Site (Excel) [Walker, D.]",LAI || MNT || NDVI || NOTE: || ,4
ATLAS,46.700,"Biomass by Functional Type - West Dock MNT Site (ASCII) [Walker, D.]",ASCII || MNT || ,2
ATLAS,46.7000,"Biomass by Functional Type - West Dock MNT Site (Excel) [Walker, D.]",MNT || ,1
ATLAS,46.701,"LAI and NDVI Meas. - West Dock MNT Site (ASCII) [Walker, D.]",LAI || MNT || NDVI || NOTE: || ASCII || ,5
ATLAS,46.7010,"LAI and NDVI Meas. - West Dock MNT Site (Excel) [Walker, D.]",LAI || MNT || NDVI || NOTE: || ,4
ATLAS,46.716,"TEM Model Output for North American Boreal Forests [McGuire, A. D. et al.]",TEM || GPP || RESP || NEP || ,4
ATLAS,46.718,"IGBP High Latitude Transects [McGuire, A. D. et al.]",IGBP || ,1
ATLAS,46.722,"Vegetation Studies: Seward Peninsula, Alaska [Walker, D.]",ATLAS || ,1
ATLAS,46.723,"Atqasuk Biomass by Functional Type (ASCII) [Walker, D.]",ATLAS || ASCII || README || ,3
ATLAS,46.7230,"Atqasuk Biomass by Functional Type (Excel) [Walker, D.]",ATLAS || README || ,2
ATLAS,46.724,"Atqasuk Grid Description with Photo [Walker, D.]",MAT || ATLAS || README || ,3
ATLAS,46.725,"Atqasuk Site Factors Summary [Walker, D.]",MAT || ATLAS || README || ,3
ATLAS,46.726,"Atqasuk LAI Measurements (ASCII) [Walker, D.]",LAI || ATLAS || ASCII || README || ,4
ATLAS,46.7260,"Atqasuk LAI Measurements (Excel) [Walker, D.]",LAI || ATLAS || README || ,3
ATLAS,46.727,"Barrow Biomass by Functional Type (ASCII) [Walker, D.]",ATLAS || ASCII || README || ,3
ATLAS,46.7270,"Barrow Biomass by Functional Type (Excel) [Walker, D.]",ATLAS || README || ,2
ATLAS,46.728,"Barrow Grid Description with Photo [Walker, D.]",ATLAS || README || ,2
ATLAS,46.729,"Barrow Site Factors Summary [Walker, D.]",ATLAS || README || ,2
ATLAS,46.730,"Barrow LAI Measurements (ASCII) [Walker, D.]",LAI || ATLAS || ASCII || README || ,4
ATLAS,46.7300,"Barrow LAI Measurements (Excel) [Walker, D.]",LAI || ATLAS || README || ,3
ATLAS,46.734,"Oumalik Sites 1 and 2 LAI Measurements (ASCII) [Walker, D.]",LAI || ATLAS || ASCII || README || ,4
ATLAS,46.7340,"Oumalik Sites 1 and 2 LAI Measurements (Excel) [Walker, D.]",LAI || ATLAS || README || ,3
ATLAS,46.735,"Oumalik Site 1 Grid Description with Photo [Walker, D.]",ATLAS || README || ,2
ATLAS,46.736,"Oumalik Site 2 Grid Description with Photo [Walker, D.]",ATLAS || README || ,2
ATLAS,46.737,"Oumalik Biomass by Functional Type (ASCII) [Walker, D.]",ATLAS || ASCII || README || ,3
ATLAS,46.7370,"Oumalik Biomass by Functional Type (Excel) [Walker, D.]",ATLAS || README || ,2
ATLAS,46.738,"Oumalik Site Factors Summary [Walker, D.]",ATLAS || README || ,2
ATLAS,46.739,"Multi-site Vegetation Species List and Cover Values (ASCII) [Walker, D.]",ATLAS || ASCII || README || ,3
ATLAS,46.7390,"Multi-site Vegetation Species List and Cover Values (Excel) [Walker, D.]",ATLAS || README || ,2
ATLAS,46.740,"Estimates of Large-Scale Fluxes in High Latitudes [Dargaville, R.]",CO2 || TBMs || ,2
ATLAS,46.756,"Evaluation of Terrestrial Carbon Cycle Models [Dargaville, R.]",CO2 || TCMs || ,2
ATLAS,46.767,"Vegetation Studies: Seward Peninsula 2000 (PDF) [Walker, D.]",NSF-sponsored || ATLAS || ,2
BASE,230.001,"Low Rate Navigation, State Parameter, and Microphysics Flight-Level Data [NCAR/EOL]",NSF/NCAR || N130AR || BASE || NetCDF || ,4
BASE,230.002,"High Rate Navigation, State Parameter, and Microphysics Flight-Level Data [NCAR/EOL]",NSF/NCAR || N130AR || BASE || NetCDF || ,4
BASE,230.003,Raw Airborne Data System (ADS) Data,NSF/NCAR || N130AR || BASE || ADS || ,4
BASE,230.004,PMS-2D Two-dimensional Cloud Probe data [NCAR/EOL],PMS-2D || NSF/NCAR || N130AR || BASE || ,4
BASE,230.005,Airborne Imaging Microwave Radiometer (AIMR) [NCAR/EOL/RSF],AIMR || NSF/NCAR || N130AR || BASE || ,4
BEST,102.001,HLY-07-01 Aloftcon Camera Images [Sambrotto/LDEO],US || BEST || ,2
BEST,102.002,HLY-07-01 Fantail Camera Images [Sambrotto/LDEO],US || BEST || ,2
BEST,102.005,HLY-07-01 Forward Thermosalinograph Data [Sambrotto/LDEO],US || BEST || ,2
BEST,102.006,HLY-07-01 Raw 75 KHz ADCP Data [Sambrotto/LDEO],"KHz || ADCP || US || BEST || />
ENR || />
ENS || />
ENX || />
STA || />
LTA || NMEA || ASCII || />
NMS || ",12
BEST,102.007,HLY-07-01 DMSP Satellite Images [Sambrotto/LDEO],DMSP || US || BEST || IR || ,4
BEST,102.008,HLY-07-01 POES Satellite Images [Sambrotto/LDEO],NOAA || POES || US || BEST || NOAA-12 || NOAA-14 || NOAA-17 || NOAA-18 || IR || ,9
BEST,102.012,HLY-07-01 SCS One Minute Data [Sambrotto/LDEO],SCS || US || BEST || UTC || ,4
BEST,102.013,HLY-07-01 LDEO One Minute Averaged Data [Sambrotto/LDEO],US || BEST || LDEO || ,3
BEST,102.017,USCGC Healy HLY-07-01 Ship Log - Weather Information [US Coast Guard],US || BEST || ,2
BEST,102.018,USCGC Healy HLY-07-01 Ship Log - Navigation Information [US Coast Guard],US || BEST || ,2
BEST,102.021,HLY-08-02 Aloftcon Camera Images [Ashjian/LDEO],US || BEST || ,2
BEST,102.022,HLY-08-02 Fantail Camera Images [Ashjian/LDEO],US || BEST || ,2
BEST,102.023,HLY-08-02 Raw Seabeam Data [Ashjian/LDEO],US || BEST || MB-System || ,3
BEST,102.026,USCGC Healy HLY-08-03 Ship Log - Weather Information [US Coast Guard],US || BEST || ,2
BEST,102.027,USCGC Healy HLY-08-03 Ship Log - Navigation Information [US Coast Guard],US || BEST || ,2
BEST,102.029,USCGC Healy HLY-08-01 Ship Log - Weather Information [US Coast Guard],US || BEST || ,2
BEST,102.030,USCGC Healy HLY-08-01 Ship Log - Navigation Information [US Coast Guard],US || BEST || ,2
BEST,102.031,HLY-08-02 Raw Knudsen 320B/R Depth Sounder Data [Ashjian/LDEO],US || BEST || ASCII || SEG-Y || ,4
BEST,102.032,"HLY-08-01 TeraScan Raw Satellite Data [Cooper, L./LDEO]",DMSP || NOAA-17 || NOAA-18 || POES || US || BEST || ,6
BEST,102.033,USCGC Healy HLY-08-02 Ship Log - Weather Information [US Coast Guard],US || BEST || ,2
BEST,102.034,USCGC Healy HLY-08-02 Ship Log - Navigation Information [US Coast Guard],US || BEST || ,2
BEST,102.035,"HLY-08-01 Aloftcon Camera Images [Cooper, L./LDEO]",US || BEST || ,2
BEST,102.036,"HLY-08-01 Fantail Camera Images [Cooper, L./LDEO]",US || BEST || ,2
BEST,102.037,"HLY-08-01 Raw Seabeam Data [Cooper, L./LDEO]",US || BEST || MB-System || ,3
BEST,102.038,"HLY-08-01 Raw Knudsen 320B/R Depth Sounder Data [Cooper, L./LDEO]",US || BEST || ASCII || SEG-Y || ,4
BEST,102.039,"HLY-08-01 Raw 75 KHz ADCP Data [Cooper, L./LDEO]","KHz || ADCP || US || BEST || />
ENR || />
ENS || />
ENX || />
STA || />
LTA || NMEA || ASCII || />
NMS || ",12
BEST,102.040,"HLY-08-01 LDEO One Minute Averaged Data [Cooper, L./LDEO]",US || BEST || LDEO || NOTE: || HLY0801 || UTC || 'TRUE' || RM || ,8
BEST,102.042,"HLY-08-01 DMSP Satellite Images [Cooper, L./LDEO]",DMSP || US || BEST || IR || ,4
BEST,102.043,"HLY-08-01 POES Satellite Images [Cooper, L./LDEO]",NOAA || POES || US || BEST || NOAA-17 || NOAA-18 || ,6
BEST,102.044,HLY-08-02 LDEO One Minute Averaged Data [Ashjian/LDEO],US || BEST || LDEO || ,3
BEST,102.046,HLY-08-02 Raw 75 KHz ADCP Data [Ashjian/LDEO],"KHz || ADCP || US || BEST || />
ENR || />
ENS || />
ENX || />
STA || />
LTA || NMEA || ASCII || />
NMS || ",12
BEST,102.047,"HLY-08-01 Calibration, Underway, Bottle (Chlorophyll, Nutrients, CTD) and Outreach Data [Cooper, L.]",BEST || US || ,2
BEST,102.048,USCGC Healy HLY-08-03 Ship Log - Science Events Information [US Coast Guard],US || BEST || ,2
BEST,102.050,HLY-08-02 DMSP Satellite Images [Ashjian/LDEO],DMSP || US || BEST || IR || ,4
BEST,102.051,HLY-08-02 POES Satellite Images [Ashjian/LDEO],NOAA || POES || US || BEST || NOAA-17 || NOAA-18 || IR || ,7
BEST,102.053,"HLY-08-01 TeraScan AVHRR Satellite Data [Cooper, L./LDEO]",AVHRR || NOAA-17 || NOAA-18 || POES || US || BEST || ,6
BEST,102.054,"HLY-08-01 TeraScan DMSP Satellite Data [Cooper, L./LDEO]",DMSP || BEST || ,2
BEST,102.055,HLY-08-02 TeraScan DMSP Satellite Data [Ashjian/LDEO],DMSP || US || BEST || ,3
BEST,102.061,HLY-08-02 Microplankton Images,JPEG || US || HLY0802 || ,3
BEST,102.064,HLY-08-03 TeraScan DMSP Satellite Data [Sambrotto/LDEO],DMSP || US || BEST || ,3
BEST,102.065,HLY-08-03 TeraScan AVHRR Satellite Data [Sambrotto/LDEO],AVHRR || NOAA || NOAA-17 || NOAA-18 || POES || US || BEST || ,7
BEST,102.066,HLY-08-02 TeraScan AVHRR Satellite Data [Ashjian/LDEO],AVHRR || NOAA || NOAA-17 || NOAA-18 || POES || US || BEST || ,7
BEST,102.068,HLY-08-03 Aloftcon Camera Images [Sambrotto/LDEO],US || BEST || ,2
BEST,102.069,HLY-08-03 Fantail Camera Images [Sambrotto/LDEO],US || BEST || ,2
BEST,102.070,HLY-08-03 Raw Seabeam Data [Sambrotto/LDEO],US || BEST || MB-System || ,3
BEST,102.072,HLY-08-03 Raw 150 KHz ADCP Data [Sambrotto/LDEO],"KHz || ADCP || US || BEST || 
<pre>ENR || 
ENS || 
ENX || 
STA || 
LTA || NMEA || ASCII || 
NMS || ",12
BEST,102.073,HLY-08-03 LDEO One Minute Averaged Data [Sambrotto/LDEO],US || BEST || LDEO || ,3
BEST,102.075,HLY-08-03 DMSP Satellite Images [Sambrotto/LDEO],DMSP || US || BEST || IR || ,4
BEST,102.076,HLY-08-03 POES Satellite Images [Sambrotto/LDEO],NOAA || POES || US || BEST || NOAA-17 || NOAA-18 || IR || ,7
BEST,102.080,"HLY-07-01 and HLY-07-02 Observations of Marine Mammals of Beringia [Ray, G.C.]",US || ,1
BEST,102.081,"HLY-08-01 and HLY-08-02 Observations of Marine Mammals of Beringia [Ray, G.C.]",US || ,1
BEST,102.082,"HLY-06-01 Observations of Marine Mammals of Beringia [Ray, G.C.]",US || BEST || ,2
BEST,102.083,HLY-08-02 Microzooplankton stocks and grazing rates,US || BEST || ,2
BEST,102.084,"HLY-09-01 Raw Knudsen 320B/R Depth Sounder Data [Cooper, L./LDEO]",BEST || ASCII || SEG-Y || ,3
BEST,102.085,"HLY-09-01 Raw 75 KHz ADCP Data [Cooper, L./LDEO]","KHz || ADCP || BEST || 
<pre>ENR || Data
ENS || Data
ENX || Data
STA || Data
LTA || NMEA || ASCII || Data
NMS || ",11
BEST,102.086,"HLY-09-01 TeraScan Raw DMSP Satellite Data [Cooper, L./LDEO]",DMSP || BEST || ,2
BEST,102.087,"HLY-09-01 TeraScan Raw HRPT Satellite Data [Cooper, L./LDEO]",HRPT || NOAA || POES || NOAA-15 || NOAA-17 || NOAA-18 || NOAA-19 || BEST || HLY0901 || ,9
BEST,102.088,"HLY-09-01 TeraScan DMSP Satellite Data [Cooper, L./LDEO]",DMSP || BEST || ,2
BEST,102.089,"HLY-09-01 TeraScan HRPT Satellite Data [Cooper, L./LDEO]",AVHRR || HRPT || NOAA || POES || NOAA-15 || NOAA-17 || NOAA-18 || NOAA-19 || BEST || HLY0901 || ,10
BEST,102.090,"HLY-09-01 DMSP Satellite Images [Cooper, L./LDEO]",DMSP || BEST || IR || ,3
BEST,102.091,"HLY-09-01 HRPT Satellite Images [Cooper, L./LDEO]",HRPT || NOAA || POES || BEST || NOAA-15 || NOAA-17 || NOAA-18 || NOAA-19 || IR || ,9
BEST,102.092,"HLY-09-01 Aloftcon Camera Images [Cooper, L./LDEO]",BEST || ,1
BEST,102.093,"HLY-09-01 Fantail Camera Images [Cooper, L./LDEO]",BEST || ,1
BEST,102.094,"HLY-09-01 LDEO One Minute Averaged Data [Cooper, L./LDEO]",BEST || LDEO || ,2
BEST,102.098,USCGC Healy HLY-09-01 Ship Log - Navigation Information [US Coast Guard],US || BEST || ,2
BEST,102.099,USCGC Healy HLY-09-01 Ship Log - Weather Information [US Coast Guard],US || BEST || ,2
BEST,102.100,USCGC Healy HLY-09-01 Ship Log - Science Events Information [US Coast Guard],US || BEST || ,2
BEST,102.104,"HLY-09-01 Elog Event Data [Cooper, L./LDEO]",BEST || ,1
BEST,102.105,"HLY-09-01 XBT Data [Cooper, L./LDEO]",XBT || BEST || ASCII || NetCDF || ,4
BEST,102.106,HLY-09-02 LDEO One Minute Averaged Data [Ashjian/LDEO],BEST || LDEO || ,2
BEST,102.107,HLY-09-02 Aloftcon Camera Images [Ashjian/LDEO],BEST || ,1
BEST,102.108,HLY-09-02 Fantail Camera Images [Ashjian/LDEO],BEST || ,1
BEST,102.109,USCGC Healy HLY-09-02 Ship Log - Navigation Information [US Coast Guard],BEST || ,1
BEST,102.110,USCGC Healy HLY-09-02 Ship Log - Weather Information [US Coast Guard],BEST || ,1
BEST,102.111,USCGC Healy HLY-09-02 Ship Log - Science Events Information [US Coast Guard],BEST || ,1
BEST,102.114,HLY-09-02 HRPT Satellite Images [Ashjian/LDEO],HRPT || NOAA || POES || BEST || NOAA-15 || NOAA-17 || NOAA-18 || NOAA-19 || IR || ,9
BEST,102.115,HLY-09-02 Raw 75 KHz ADCP Data [Ashjian/LDEO],"KHz || ADCP || BEST || />
ENR || />
ENS || />
ENX || />
STA || />
LTA || NMEA || ASCII || />
NMS || ",11
BEST,102.116,HLY-09-02 Raw 150 KHz ADCP Data [Ashjian/LDEO],"KHz || ADCP || BEST || />
ENR || />
ENS || />
ENX || />
STA || />
LTA || NMEA || ASCII || />
NMS || ",11
BEST,102.117,HLY-09-02 TeraScan DMSP Satellite Data [Ashjian/LDEO],DMSP || BEST || ,2
BEST,102.118,HLY-09-02 TeraScan HRPT Satellite Data [Ashjian/LDEO],HRPT || NOAA-15 || NOAA-17 || NOAA-18 || NOAA-19 || POES || BEST || ,7
