project,archive_ident,title,Summary
BEST,102.141,HLY-07-01 TeraScan CHRPT Satellite Data [Sambrotto/LDEO],This dataset includes Chinese High Resolution Picture Transmission (CHRPT) data from the SeaSpace TeraScan System. The data are from the FY1-D China Meteorological Administration (CMA) polar orbiting satellite and are from the satellite passes that occurred over the Bering Sea during the BEST 2007 HLY0701 cruise onboard the U.S. Coast Guard Cutter Healy. These data files are in TeraScan format.
BEST,102.153,USCGC Healy HLY-06-01 Ship Log - Weather Information [US Coast Guard],"This dataset includes files of weather data recorded by the U.S. Coast Guard onboard the U.S. Coast Guard Cutter Healy during the 2006 HLY0601 cruise. These files are in Excel Spreadsheet format. This cruise was not a BEST project cruise, but the data are included here for historical purposes."
BEST,102.139,HLY-07-01 TeraScan DMSP Satellite Data [Sambrotto/LDEO],"This dataset includes Defense Meteorological Satellites Program (DMSP) data from the SeaSpace TeraScan System. The data are from the F12, F13, F14, F15 and F16 DMSP satellites and are from the satellite passes that occurred over the Bering Sea during the BEST 2007 HLY0701 cruise onboard the U.S. Coast Guard Cutter Healy. These data files are in TeraScan format."
BEST,102.154,HLY-08-02 Lipofuscin and Euphausiid Aging,"This dataset pertains to age determination in crustaceans relies on quantification of a fluorescent age pigment, lipofuscin, that accumulates in eye stalks of krill over time. Lipofuscin includes a mixture of protein oxidation products formed in neural tissues. The extracted products are quantified using a fluorescence detector. The concentration of lipofuscin is normalized to the protein content from the same tissues. The ratio of lipofuscin to protein concentration is the Lipofuscin Index and is calculated for each individual organisms. In order for the index to reflect chronological age, a calibration is required using euphausiids of known age. A comparison of the calculated ages to the specific lengths for each krill provides the ages for those krill analyzed during each cruise. These data are preliminary until an age calibration curve is completed following rearing. These data were collected aboard the United States Coast Guard Icebreaker Healy."
BEST,102.155,HLY-08-03 Lipofuscin and Euphausiid Aging,"Age determination in crustaceans relies on quantification of a fluorescent age pigment, lipofuscin, that accumulates in eye stalks of krill over time. Lipofuscin includes a mixture of protein oxidation products formed in neural tissues. The extracted products are quantified using a fluorescence detector. The concentration of lipofuscin is normalized to the protein content from the same tissues. The ratio of lipofuscin to protein concentration is the Lipofuscin Index and is calculated for each individual organisms. In order for the index to reflect chronological age, a calibration is required using euphausiids of known age. A comparison of the calculated ages to the specific lengths for each krill provides the ages for those krill analyzed during each cruise. These data were collected aboard the United States Coast Guard Icebreaker Healy."
BEST,102.156,HLY-09-02 Lipofuscin and Euphausiid Aging,"Age determination in crustaceans relies on quantification of a fluorescent age pigment, lipofuscin, that accumulates in eye stalks of krill over time. Lipofuscin includes a mixture of protein oxidation products formed in neural tissues. The extracted products are quantified using a fluorescence detector. The concentration of lipofuscin is normalized to the protein content from the same tissues. The ratio of lipofuscin to protein concentration is the Lipofuscin Index and is calculated for each individual organisms. In order for the index to reflect chronological age, a calibration is required using euphausiids of known age. A comparison of the calculated ages to the specific lengths for each krill provides the ages for those krill analyzed during each cruise. These data were collected aboard the United States Coast Guard Icebreaker Healy."
BEST,102.157,KN195-10 Lipofuscin and Euphausiid Aging,"Age determination in crustaceans relies on quantification of a fluorescent age pigment, lipofuscin, that accumulates in eye stalks of krill over time. Lipofuscin includes a mixture of protein oxidation products formed in neural tissues. The extracted products are quantified using a fluorescence detector. The concentration of lipofuscin is normalized to the protein content from the same tissues. The ratio of lipofuscin to protein concentration is the Lipofuscin Index and is calculated for each individual organisms. In order for the index to reflect chronological age, a calibration is required using euphausiids of known age. A comparison of the calculated ages to the specific lengths for each krill provides the ages for those krill analyzed during each cruise. These data were collected aboard the United States Coast Guard Icebreaker Healy."
BEST,102.145,"HLY-08-02 Sediment Trap Fluxes of Th-234, POC, and PON in the Bering Sea","The data in the accompanying file (Moran Sed Trap HLY0802.xls) includes data corresponding to samples collected by the Moran Geochemistry Lab on the spring leg of the BEST-BSIERP study from 31 March 2008 to 05 May 2008 aboard the US Coast Guard Cutter Healy (WAGB-20). Data are organized by station and sample depth, with station position (latitude and longitude) also included. 
This dataset includes the following: 234Th, Particulate Organic Carbon (POC) and Particulate Organic Nitrogen (PON) vertical fluxes. The thorium fluxes are in units of dpm (disintegrations per minute) m-2 d-1. POC and PON fluxes are in units of mmol m-2 d-1. In addition are the deployment and recovery times and positions."
BEST,102.125,BESTMAS (a coupled sea ice-ocean model) Simulated Results,"This data set includes the Bering Ecosystem Study ice-ocean Modeling and Assimilation System (BESTMAS) simulated monthly mean sea ice thickness and velocity, snow depth, and surface ocean temperature and velocity over the whole Bering Sea defined here as the area north of the Aleutian Chain up to Bering Strait for the period 1996-2008."
BEST,102.158,HLY-08-01 and HLY-08-02 Epibenthos Survey of the Bering Sea,"This dataset includes all summary data records including abiotic and biotic habitat descriptions, brittle and sea star abundance values, sediment topography values, and all non-video (i.e., grab sample) generated data. Samples included in this dataset were collected from March13-May 26, 2008 from the United States Coast Guard Icebreaker Healy (WAGB-20) during two cruises. Samples collected on the Healy were funded through the National Science Foundation and the North Pacific Research Board through the BEST and BSIERP projects."
BEST,102.159,HLY-08-01 and HLY-08-02 Epibenthos Survey of the Bering Sea - video analyses,"This dataset includes results of all video analyses. Data not contained in the Access database includes details of identified fauna (GeneralDescrip worksheet) and counts (Counts Track worksheet) for each station from qualitative analysis, image still frame analysis results for 19 sites. This dataset includes general descriptions of substrate, functional groups, classes/species that make up these groups, and additional features of note. Samples included in this dataset were collected from March13-May 26, 2008 from the United States Coast Guard Icebreaker Healy (WAGB-20) during two cruises. Samples collected on the Healy were funded through the National Science Foundation and the North Pacific Research Board through the BEST and BSIERP projects."
BEST,102.160,"HLY-08-01 Benthic Station Data, v1","This dataset contains measurements at each station of benthic parameters, benthic chlorophyll-a values (integrated water column chlorophyll-a, sediment chlorophyll-a), benthic faunal parameters (abundance, biomass (g/m2), biomass (gC/m2), number of taxa), sediment grain size values, Total organic carbon (TOC), TON, C/N, and sediment oxygen uptake rates. Samples included in this dataset were collected from March 13- 26, 2008 from the United States Coast Guard Icebreaker Healy (WAGB-20). Samples collected on the Healy were funded through the National Science Foundation Bering Sea Ecosystem (BEST) program."
BEST,102.161,"HLY-09-01 Benthic Station Data, v1","This dataset contains measurements at each station of benthic parameters, including bottom water parameters (e.g., temperature, salinity), benthic chlorophyll-a values (bottom water chlorophyll-a, integrated water column chlorophyll-a, sediment chlorophyll-a), sediment grain size values, Total organic carbon (TOC), TON, C/N, and sediment oxygen uptake rates. Samples included in this dataset were collected from March 10-30, 2009 from the United States Coast Guard Icebreaker Healy (WAGB-20). Samples collected on the Healy were funded through the National Science Foundation Bering Sea Ecosystem (BEST) program."
BEST,102.150,HLY-06-01 Aloftcon Camera Images [Grebmeier/LDEO],"This dataset includes images from the AloftCon web camera on the U.S. Coast Guard Cutter Healy during the 2006 HLY0601 cruise. The images are taken every 5 minutes and are in jpg format. This cruise was not a BEST project cruise, but the data are included here for historical purposes."
BEST,102.152,USCGC Healy HLY-06-01 Ship Log - Navigation Information [US Coast Guard],"This dataset includes files of navigation data recorded by the U.S. Coast Guard onboard the U.S. Coast Guard Cutter Healy during the 2006 HLY0601 cruise. These files are in Excel Spreadsheet format. This cruise was not a BEST project cruise, but the data are included here for historical purposes."
BEST,102.171,USCGC Polar Sea PSEA-10-01 Ship Log - Weather Information [US Coast Guard],This dataset includes files of weather data recorded by the U.S. Coast Guard onboard the U.S. Coast Guard Cutter Polar Sea during the Bering Sea Ecosystem Study (BEST) 2010 1001 (early spring) cruise. These files are in Excel Spreadsheet format.
BEST,102.173,"PSEA-10-01 TeraScan DMSP Satellite Data [Cooper, L./USCG-ESU]","This dataset includes DMSP data from the SeaSpace TeraScan System. The data are from the F12, F13, F14, F15, F16 and F17 Defense Meteorological Satellites Program (DMSP) satellites. The data are from the satellite passes that occurred over the Bering Sea during the BEST 2010 1001 (early spring) cruise onboard the U.S. Coast Guard Cutter Polar Sea. The individual data files are in TeraScan format and have been collected into tar files by day."
